Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
M,Completely Locked,06/22/2020 04:11:41 PM,M221,M221,,Reopened,,,W. 49 St. bet. 9 Ave. and 10 Ave.,Gutenberg Playground,POINT (986974.3695393057 217427.5363232195),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
M,Partially Locked,06/22/2020 05:24:10 PM,M192,M192,,Reopened,false,Not Applicable,"FDR Dr., E. 95 St. To E. 97 St.",Stanley Isaacs Playground,POINT (999522.3411624731 224428.8408901393),Adults Allowed,M192-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,108,M-08
X,Completely Locked,06/22/2020 09:51:44 AM,X032,X032,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Coutlandt Av bet. E 161 St and E 162 St,Railroad Park,POINT (1007753.013349384 239907.7164283991),Adults not allowed in some locations,X032-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
B,Completely Locked,06/23/2020 10:05:08 AM,B200,B200,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Stuyvesant Ave. and Fulton St.,Elizabeth Stroud Playground,POINT (1003368.37546514 186887.5271933973),Adults not allowed in some locations,B200-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,303,B-03
Q,Partially Locked,06/19/2020 01:38:11 PM,Q303,Q303,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,34 Ave. bet. 77 St. and 78 St.,Travers Park,POINT (1014933.1771386409 214106.3385693133),Adults Allowed,Q303-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:38:00 PM,403,Q-03
X,Partially Locked,06/22/2020 09:31:25 AM,X041,X041,,Reopened,false,Not Applicable,Bruckner Blvd. bet. Willis Ave. and Brown Pl.,Pulaski Park,POINT (1005301.729538053 232571.2452089787),Adults Allowed,X041-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
B,Completely Locked,06/22/2020 04:20:06 PM,B255H,B255H,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,19 St. bet. 11 Ave. and Seeley St.,Thomas J. Cuite Park,POINT (990148.7798571438 177674.0876150578),Adults Allowed,B255H-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,307,B-07
X,Not Lockable,06/22/2020 10:36:47 AM,X150J,X150J-01,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Bailey Ave, W 234 St To Approximately W 235 St",Playground,POINT (1011696.4926671392 260344.7257511467),Unknown,X150J-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,208,X-08
M,Completely Locked,06/22/2020 01:10:27 PM,M047,M047-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 114 St & Pleasant,Thomas Jefferson Park Playground,POINT (1002355.389302135 228401.03340506554),Adults not allowed in some locations,M047-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
X,Completely Locked,06/22/2020 10:21:36 AM,X002,X002-07,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"East 180th St, Boston Rd",River Park,POINT (1018190.455729052 246542.83242322502),Adults Allowed,X002-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,227,X-14
R,Not Lockable,06/22/2020 01:53:04 PM,R022,R022-05,,Reopened,false,Not Applicable,Center Of Zone 2 Closer To Victory Blvd,Silver Lake Park Tot Lot,POINT (959068.0680685492 168434.3032731414),Adults Allowed,R022-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
B,Completely Locked,06/22/2020 01:55:05 PM,B315,B315,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Surf Ave. between W. 25 St. and W. 27 St.,Surf Playground,POINT (986337.8117573113 148248.0270447284),Adults Allowed,B315-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
B,Completely Locked,06/22/2020 01:41:39 PM,B166D,B166D-01,,Reopened,false,Not Applicable,Bergen Ave And Avenue W,McGuire Fields Tot Lot,POINT (1012234.824923798 165183.7484225631),Unknown,B166D-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
Q,Completely Locked,06/21/2020 06:41:49 PM,Q291,Q291,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Onderdonk Ave. bet. Starr St. and Willoughby Ave.,Starr Playground,POINT (1007068.890045717 197937.7718251497),Adults Allowed,Q291-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
M,Completely Locked,06/19/2020 10:08:33 AM,M064,M064,true,Reopened,,,,Lillian D Wald Playground,POINT (988601.5007994772 198678.9373375624),,,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/22/2020 04:19:50 PM,B390,B390,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,President St. and Van Brunt St.,Mother Cabrini Park,POINT (982945.0724797993 188624.79701280594),Adults not allowed in some locations,B390-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
Q,Completely Locked,06/21/2020 06:41:49 PM,Q360E,Q360E,,Reopened,false,Not Applicable,"55 Dr., 64 St., Hull Ave.",Hull Triangle,POINT (1011559.01393947 203581.6844218075),Adults Allowed,Q360E-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
B,Completely Locked,06/22/2020 01:45:04 PM,B057,B057-05,,Reopened,false,Not Applicable,Gerritsen Ave & Ave X,Dr John's Plgd,POINT (1004033.8154072169 156683.2933106422),Adults not allowed in some locations,B057-CPA-0003,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
M,Completely Locked,06/22/2020 11:10:18 AM,M010,M010-145,,Reopened,true,Level 1: Playgrounds for All Children,85 St & 5th Ave,Ancient Plgd,POINT (994842.7999966443 223763.5541629791),Unknown,M010-CPA-0008,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
R,Completely Locked,06/22/2020 04:58:12 PM,R114,R114,,Reopened,true,Level 1: Playgrounds for All Children,"Jules Dr., Elson Ct., Regis Dr.",Jennifer's Playground,POINT (938891.8892608881 165267.8335562199),Adults Allowed,R114-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,501,R-01
Q,Partially Locked,06/23/2020 11:10:39 AM,Q358,Q358,,Reopened,false,Not Applicable,235 Ct. bet. Hillside Ave. and 87 Ave.,Detective William T. Gunn Playground,POINT (1058630.011660799 206232.5715084821),Adults Allowed,Q358-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:37 AM,413,Q-13
Q,Completely Locked,06/21/2020 06:41:49 PM,Q131,Q131-01,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Center Of Pk, LIE Svce Rd, 54 Ave Between 63 And 61 Sts",Virginia Principe Playground,POINT (1010850.0983625499 204217.253360644),Adults not allowed in some locations,Q131-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:00:00 AM,405,Q-05
X,Completely Locked,06/22/2020 09:56:39 AM,X179,X179,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kelly St bet. Av St John and Leggett Av,Playground 52 LII,POINT (1011628.7683931439 236378.22250314063),Unknown,X179-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
M,Partially Locked,06/22/2020 10:56:50 AM,M238,M238,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Amsterdam Ave., W. 104 St. and W. 105 St.",Bloomingdale Playground,POINT (993597.2795218079 230451.1956433058),Adults Allowed,M238-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-07
X,Not Lockable,06/22/2020 09:59:07 AM,X307,X307,,Reopened,false,Not Applicable,Viele Ave. bet. Tiffany St. and Barretto St.,Barretto Point Park,POINT (1015264.647276223 232944.0128361434),Adults not allowed in some locations,X307-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
R,Completely Locked,06/22/2020 02:05:24 PM,R073,R073,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Targee St, Stanwich St. Rome Ave.",Naples Playground,POINT (959075.6271085591 158681.8516494781),Unknown,R073-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,502,R-02
B,Completely Locked,06/23/2020 10:08:49 AM,B389,B389,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Woodruff Ave. and Ocean Ave.,Umma Park,POINT (994827.253767893 177377.4858460575),Adults not allowed in some locations,B389-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,314,B-14
Q,Completely Locked,06/21/2020 04:56:36 PM,Q407,Q407,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Lanett Ave. bet. Beach 9 St. and Beach 8 St.,Lanett Playground,POINT (1055242.779590145 157798.2458051443),Adults not allowed in some locations,Q407-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
Q,Partially Locked,06/19/2020 01:59:08 PM,Q021,Q021-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,193rd St And Radnor Road,Upper Playground,POINT (1046483.934575051 203985.8798076361),Unknown,Q021-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:59:06 PM,408,Q-08
B,Completely Locked,06/22/2020 01:08:55 PM,B219,B219,,Reopened,false,Not Applicable,"Fulton St., Truxton St., bet. Eastern Pkwy. and Van Sinderen Ave.",Callahan-Kelly Playground,POINT (1010370.487445131 186444.5198773146),Adults Allowed,B219-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,316,B-16
X,Completely Locked,06/22/2020 09:33:09 AM,X238,X238,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 139 St. bet. Brook Ave. and Willis Ave.,Saw Mill Playground,POINT (1006622.474599972 233941.1443720609),Adults Allowed,X238-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
M,Partially Locked,06/22/2020 05:21:43 PM,M081,M081-02,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,East 84 St & East End Ave,Catbird Playground,POINT (999559.6091325581 221266.4433435649),Adults Allowed,M081-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,108,M-08
Q,Completely Locked,06/23/2020 11:47:49 AM,Q205B,Q205B,,Reopened,false,Not Applicable,"Laurel Hill Blvd., 48 Ave. bet. 63 St. and 64 St.",Nathan Weidenbaum Playground,POINT (1011286.8891556408 208226.6928483099),Adults Allowed,Q205B-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:47:47 AM,402,Q-02
Q,Completely Locked,06/22/2020 03:12:53 PM,Q471,Q471-01,,Reopened,,,,Hunter's Point South Playground (North),POINT (995216.4380288869 209970.4173792302),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,402,Q-02
M,Completely Locked,06/22/2020 04:11:41 PM,M154,M154,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W. 45 St. bet. 9 Ave. and 10 Ave.,Mathews-Palmer Playground,POINT (986229.2040348947 216635.2117923945),Adults Allowed,M154-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
Q,Completely Locked,06/19/2020 08:01:22 AM,Q430,Q430,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,253 St. bet. 149 Ave. and 149 Rd.,Sunrise Playground,POINT (1057365.465633467 177119.5903644711),Adults Allowed,Q430-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 08:01:17 AM,413,Q-13
R,Completely Locked,06/22/2020 02:46:25 PM,R026,R026,,Reopened,false,Not Applicable,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,Gerard P. Dugan Playground,POINT (953291.6983877271 144000.7359986454),Adults Allowed,R026-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
X,Not Lockable,06/22/2020 10:09:09 AM,X010,X010-03,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Crotona N Bet Waterloo, Marmion",Crotona Playground (3),POINT (1014911.9973909709 245013.5103506446),Adults not allowed in some locations,X010-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
M,Partially Locked,06/22/2020 12:54:15 PM,M198,M198,,Reopened,true,Level 1: Playgrounds for All Children,"Lenox Ave, W. 113 St. To W. 114 St.","Martin Luther King, Jr. Playground",POINT (998028.4350295515 230908.30004405984),Unknown,M198-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
R,Completely Locked,06/19/2020 01:55:29 PM,R038,R038,,Reopened,,,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St.",Midland Playground,POINT (956800.846553132 148743.5900299698),,,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,502,R-02B
B,Completely Locked,06/22/2020 04:19:50 PM,B210F,B210F,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hamilton Ave., Nelson St. Clinton St.",Admiral Triangle,POINT (983956.7787897141 185893.1692739725),Adults not allowed in some locations,B210F-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
Q,Completely Locked,06/21/2020 02:55:40 PM,Q096E,Q096E,,Reopened,false,Not Applicable,N. Conduit Ave. bet. Lefferts Blvd. and 122 St.,Lefferts Playground,POINT (1033824.5602875499 181776.8300657272),Unknown,Q096E-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
B,Completely Locked,06/22/2020 01:35:04 PM,B279,B279,,Reopened,false,Not Applicable,Ave. K between E. 100 St. and E. 101 St.,Wilson Playground,POINT (1013321.05273822 173640.8696316481),Adults Allowed,B279-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
Q,Not Lockable,06/23/2020 11:45:24 AM,Q333,Q333,,Reopened,false,Not Applicable,21 St. bet. 34 Ave. and 35 Ave.,Ravenswood Playground,POINT (1002019.050407887 216986.28884615),Adults Allowed,Q333-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:45:22 AM,401,Q-01
Q,Completely Locked,06/21/2020 01:40:45 PM,Q041,Q041,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"56 Ave., 92 St.",Newtown Playground,POINT (1020454.4997573938 207534.6072902232),Adults Allowed,Q041-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:30:00 PM,404,Q-04
M,Completely Locked,06/19/2020 01:01:40 PM,M113,M113,,UnderConstruction,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 12 St. bet. Ave. A and Ave. B,Joseph C. Sauer Park,POINT (989815.3487654777 204586.6551808864),Adults not allowed in some locations,M113-CPA-0001,03/31/2020 07:11:11 PM,,103,M-03
B,Not Lockable,06/22/2020 03:35:31 PM,B350,B350,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Sterling Pl. to Park Pl. between Classon Ave. and Washington Ave.,Stroud Playground,POINT (994685.4420436324 185190.19594238704),Unknown,B350-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,308,B-08
R,Completely Locked,06/19/2020 01:54:28 PM,R046,R046-05,,Reopened,,,,Playland Playground,POINT (965496.1449061331 153841.0032213801),,,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,595,R-02B
Q,Completely Locked,06/21/2020 04:56:36 PM,Q163,Q163-02,,Reopened,,,,Sandpiper Playground,POINT (1032115.064690798 150684.4447440654),,,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
Q,Partially Locked,06/23/2020 11:10:39 AM,Q352,Q352,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,82 Ave. bet. 256 St. and 257 St.,Hillside Playground,POINT (1063789.37863864 209276.8715222329),Adults Allowed,Q352-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:37 AM,413,Q-13
M,Completely Locked,06/22/2020 04:11:41 PM,M277,M277,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,10 Ave. bet. W. 47 St. and W. 48 St.,Hell's Kitchen Park,POINT (986295.8433372974 217239.1715424806),Adults Allowed,M277-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
Q,Partially Locked,06/21/2020 10:11:32 AM,Q001A,Q001A-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Winchester Blvd, Union Tpke",Alley Athletic Playground,POINT (1057873.27301681 208771.9988443106),Unknown,Q001A-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 10:11:29 AM,413,Q-07A
B,Partially Locked,06/24/2020 10:45:46 AM,B271,B271,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Ditmas Ave. bet. E. 92 St. and E. 91 St.,Railroad Playground,POINT (1008146.7185987231 175751.9329948127),Adults Allowed,B271-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,317,B-17
M,Completely Locked,06/22/2020 01:07:47 PM,M183,M183,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Park Ave. bet. E 108 St. and E. 109 St.,Peter Minuit Playground,POINT (998817.4823359698 228777.8223496377),Adults Allowed,M183-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
Q,Completely Locked,06/21/2020 06:55:59 PM,Q401,Q401,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Queens Blvd. bet. 62 Ave. and 62 Rd.,Lost Battalion Hall Recreation Center,POINT (1021684.3499879689 206181.6057311445),Adults not allowed in some locations,Q401-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:45:00 AM,406,Q-06
M,Completely Locked,06/22/2020 05:19:37 PM,M203E,M203E,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 42 St. bet. 1 Ave. and 2 Ave.,Tudor Grove Playground,POINT (992243.1254059671 212165.7427129745),Adults not allowed in some locations,M203E-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
X,Completely Locked,06/22/2020 09:50:34 AM,X115,X115,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Morris Av bet. Mc Clellan St and E 166 St,Mott Playground,POINT (1007818.042746887 242071.3689252287),Adults Allowed,X115-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
B,Completely Locked,06/22/2020 01:55:05 PM,B296,B296,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Surf Ave. between W. 12 St. and W. 8 St.,Luna Playground,POINT (990049.65472731 149202.6314347237),Adults Allowed,B296-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
X,Completely Locked,06/22/2020 10:55:47 AM,X004,X004-04,,Reopened,false,Not Applicable,E 174 & Bronx River Pkwy,Metcalf Playground,POINT (1019227.737119049 243379.9020693153),Adults not allowed in some locations,X004-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
M,Completely Locked,06/22/2020 10:40:58 AM,M003,M003,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Convent and Amsterdam Av, W 135 St",Annunciation Playground,POINT (997571.8742628843 237498.090670228),Adults Allowed,M003-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
M,Completely Locked,06/22/2020 03:44:19 PM,M138,M138,,UnderConstruction,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"W. 150 St., W/s 7 Ave.",Bill Bojangles Robinson Playground,POINT (1001601.159183308 239929.2022778094),Adults Allowed,M138-CPA-0001,03/31/2020 07:11:11 PM,,110,M-10
X,Partially Locked,06/22/2020 10:04:14 AM,X166,X166,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Tinton Av bet. E 166 St and E 165 St,Behagen Playground,POINT (1011596.311437055 239987.009248808),Adults Allowed,X166-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
Q,Partially Locked,06/23/2020 11:11:01 AM,Q082,Q082,,Reopened,false,Not Applicable,Robard La. bet. Hollis Ave. and Montery St.,Wayanda Park,POINT (1056682.656631634 198431.7718213946),Adults Allowed,Q082-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:59 AM,413,Q-13
